表内序号,五要素,表名,中文表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
29,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DJ,登记日期,DATE,,DE00524,登记时间,DJSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
18,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DPTJDXZ,制毒物品途经地详址,VARCHAR2,"4,000",DE00075,制毒物品途经地地址名称,DPTJDDZMC,字符型（string）,c..100
35,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,QXGJ,去向国家,VARCHAR2,12,DE00069,去向国家和地区代码,QXGJHDQDM,字符型（string）,c3
40,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,WTXYY,未填写原因,VARCHAR2,12,,,,,
22,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,XXRLXXX,下线电话,VARCHAR2,600,DE00216,下线联系电话,XXLXDH,字符型（string）,c..18
39,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,ZCLSGS,最初流失公司/企业,VARCHAR2,300,,,,,
11,案(事)件要素,JINGZHEN_GONGSU,公诉及审判信息子表,SFWTL,$GFC_IF$被告人是否委托辩护人,VARCHAR2,2,,,,,
3,案(事)件要素,JINGZHEN_GONGSU,公诉及审判信息子表,TQGSH,提起公诉文号,VARCHAR2,30,,,,,
15,案(事)件要素,JINGZHEN_GONGSU,公诉及审判信息子表,YSJEG,$GFC_PJJG$一审判决结果,VARCHAR2,20,,,,,
9,人员要素,JINGZHEN_PERSONIMG,犯罪嫌疑人人像信息表,DEP_ACTION_TIME,操作时间,DATE,,,,,,
1,人员要素,JINGZHEN_PERSONIMG,犯罪嫌疑人人像信息表,MKCODE,人员编号（ 在逃人员编号、嫌疑人编号、案件编号 ）,VARCHAR2,30,,,,,
1,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,AJCODE,案件编号,VARCHAR2,30,,,,,
19,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,ALEVEL,$gfc_ajjb$案件级别,VARCHAR2,10,,,,,
21,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,DWXZQH,,VARCHAR2,10,,,,,
12,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,SDDWDZ,单位地址,VARCHAR2,100,DE00075,地址名称,DZMC,字符型（string）,c..100
4,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,SDDWXZ,$gfc_qyxz$企业性质,VARCHAR2,6,,,,,
25,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,SDHYFL,$gfc_dwlx$单位行业分类,VARCHAR2,40,,,,,
3,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,SDNAME,单位名称,VARCHAR2,100,DE00065,单位名称,DWMC,字符型（string）,c..100
15,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,SDSSJE,损失金额,NUMBER,12,,,,,
23,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,SDXZQH,$gfc_fadq$单位所在地行政区划,VARCHAR2,6,DE00070,行政区划代码,XZQHDM,字符型（string）,c6
18,机构要素,JINGZHEN_SHDWDJ,案件受害/报案/发案单位信息子表,TBUSER,填表人,VARCHAR2,30,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
23,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRCZSJ,处置时间,VARCHAR2,8,DE00554,处置日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
6,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRFLSX,$gfc_flsx$法律手续,VARCHAR2,60,,,,,
30,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRJLZH,拘留证号,VARCHAR2,30,,,,,
31,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRPBDW,批捕单位,VARCHAR2,100,DE00065,批捕单位名称,PBDWMC,字符型（string）,c..100
8,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRTJJB,$gfc_tjjb$通缉令级别,VARCHAR2,20,,,,,
15,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRTPLX,$gfc_ztry$逃跑类型,VARCHAR2,20,,,,,
20,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRZHFS,$gfc_tfzh$抓获方式,VARCHAR2,10,,,,,
2,人员要素,JINGZHEN_XYR_ZTDJ,犯罪嫌疑人在逃信息子表,XRZTXH,在逃序号,VARCHAR2,20,,,,,
5,物品要素,JJ_FJDC,交警_非机动车,HPZL,号牌种类,VARCHAR2,32,DE00306,机动车号牌种类代码,JDCHPZLDM,字符型（string）,c2
30,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,JLY,教练员,VARCHAR2,30,DE00002,教练员姓名,JLYXM,字符型（string）,c..50
16,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,KSCJ,考试成绩,NUMBER,3,,,,,
11,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,KSCX,考试车型,VARCHAR2,6,,,,,
17,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,KSRQ,考试日期,DATE,,DE00101,考试日期,KSRQ,日期型（date）,d8（YYYYMMDD）
23,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,PXSHRQ,培训审核日期,DATE,,DE00101,培训审核日期,PXSHRQ,日期型（date）,d8（YYYYMMDD）
6,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
9,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,YYRQ,预约日期,DATE,,DE00101,预约日期,YYRQ,日期型（date）,d8（YYYYMMDD）
3,人员要素,JJ_JDCJSRBMKS,交警_机动车驾驶人报名考试,ZKZMBH,准考证明编号,VARCHAR2,12,,,,,
34,人员要素,JJ_JSRXX,驾驶人信息,LXZSXXDZ,联系住所详细地址,VARCHAR2,128,DE00075,联系住所详细地址,LXZSDZMC,字符型（string）,c..100
6,人员要素,JJ_JSRXX,驾驶人信息,XZQH,行政区划,VARCHAR2,6,DE00070,行政区划代码,XZQHDM,字符型（string）,c6
35,人员要素,JJ_JSRXX,驾驶人信息,ZZSXXDZ,暂住住所详细地址,VARCHAR2,128,DE00075,暂住住所详细地址,ZZZSDZMC,字符型（string）,c..100
10,人员要素,JZ_SARYGX,警综_涉案人员关系表,DEP_ACTION_TIME,操作时间,DATE,,,,,,
3,人员要素,JZ_SARYGX,警综_涉案人员关系表,RYBH,人员编号,VARCHAR2,75,DE00038,人员编号,RYBH,字符型（string）,c23
7,案（事）件要素,JZ_XYRZHQK,警综_嫌疑人抓获情况,ZHDD,抓获地点,VARCHAR2,180,,,,,
10,案（事）件要素,JZ_XYRZHQK,警综_嫌疑人抓获情况,ZHJG,抓获经过,VARCHAR2,"1,500",,,,,
1,人员要素,QBZX_ZDRY,情报中心_重点人员,BJZDRYBH,部级重点人员编号,VARCHAR2,18,,,,,
7,人员要素,QBZX_ZDRY,情报中心_重点人员,GJ,国籍,VARCHAR2,3,,,,,
14,人员要素,QBZX_ZDRY,情报中心_重点人员,HJDPCS,户籍地派出所,VARCHAR2,70,,,,,
11,人员要素,QBZX_ZDRY,情报中心_重点人员,JG,籍贯,VARCHAR2,6,,,,,
31,人员要素,QBZX_ZDRY,情报中心_重点人员,JLXZSJ,业务记录新增时间,DATE,,DE00102,业务记录新增时间,YWJLXZSJ,日期时间型（datetime）,t6（hhmmss）
4,人员要素,QBZX_ZDRY,情报中心_重点人员,WWXM,外文姓名,VARCHAR2,80,DE00006,外文姓名,WWXM,字符型（string）,c..82
16,人员要素,QBZX_ZDRY,情报中心_重点人员,XZDQH,现住地区划,VARCHAR2,6,DE00070,现住地行政区划代码,XZDXZQHDM,字符型（string）,c6
59,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,CJSJ,记录创建时间,DATE,,DE00102,记录创建时间,JCJLSJ,日期时间型（datetime）,t6（hhmmss）
42,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,JYR1,检验人1,VARCHAR2,100,,,,,
54,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,RSFWQBH,原始服务器编号,VARCHAR2,6,,,,,
5,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,RYLX,人员类型,VARCHAR2,4,,,,,
13,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,SFZJMC,其他证件名称,VARCHAR2,4,,,,,
25,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,SG,身高,VARCHAR2,50,DE00012,身高,SG,数值型（numeric）,n..3
48,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,SLRXM,受理人姓名,VARCHAR2,100,DE00002,受理人姓名,SLRXM,字符型（string）,c..50
24,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,XX,血型,VARCHAR2,4,,,,,
41,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,YBBCQX,样本保存期限,VARCHAR2,4,,,,,
38,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,YBMS,样本描述,VARCHAR2,"2,000",,,,,
36,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,YBTQR,样本提取人,VARCHAR2,100,DE00002,样本提取人姓名,YBTQRXM,字符型（string）,c..50
23,人员要素,XZ_DNA_JCKSJ,刑侦_DNA_基础库数据,ZWBH,指纹编号,VARCHAR2,50,,,,,
56,案（事）件要素,XZ_MAJBXX,刑侦_命案基本信息,AJXZBGBJ,案件性质变更标志,VARCHAR2,1,,,,,
15,案（事）件要素,XZ_MAJBXX,刑侦_命案基本信息,FXBW,发现部位,VARCHAR2,15,DE00954,人体部位代码,RTBWDM,字符型（string）,c2
43,案（事）件要素,XZ_MAJBXX,刑侦_命案基本信息,GAJGFZR,公安机关负责人,VARCHAR2,30,DE00002,公安机关负责人姓名,GAJGFZRXM,字符型（string）,c..50
22,案（事）件要素,XZ_MAJBXX,刑侦_命案基本信息,QTHJWZ,其他痕迹物证,VARCHAR2,500,,,,,
51,案（事）件要素,XZ_MAJBXX,刑侦_命案基本信息,SCLRRQ,上传录入日期,DATE,,DE00101,上次录入日期,SCLRRQ,日期型（date）,d8（YYYYMMDD）
44,案（事）件要素,XZ_MAJBXX,刑侦_命案基本信息,TBR,填表人,VARCHAR2,30,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
22,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,AJSYSBH,案件实验室编号,VARCHAR2,50,,,,,
17,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,AJXXLY,案件信息来源,VARCHAR2,4,,,,,
44,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,DEP_ACTION_TIME,操作时间,DATE,,,,,,
14,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,FAJLB1,副案件类别1,VARCHAR2,6,,,,,
36,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,JDSLX,鉴定书类型,VARCHAR2,4,,,,,
37,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,SCBZ,删除标志,VARCHAR2,4,,,,,
26,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,SLDWXZQH,受理单位行政区划,VARCHAR2,6,DE00070,受理单位行政区划代码,SLDWXZQHDM,字符型（string）,c6
1,案（事）件要素,XZ_DNA_SLAJ,刑侦_DNA_受理案件,XH,序号,VARCHAR2,32,,,,,
70,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,BGR_SZDDDM,失踪地点代码,VARCHAR2,6,,,,,
86,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,DEP_ACTION_TIME,操作时间,DATE,,,,,,
21,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,JBDWMC,接报单位详细名称,VARCHAR2,"1,000",,,,,
71,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,JYFLG,无,VARCHAR2,100,,,,,
79,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,LASJ,立案时间,DATE,,DE00102,立案时间,LASJ,日期时间型（datetime）,t6（hhmmss）
59,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,RKSJ,入省库时间,DATE,,DE00102,入省库时间,RSKSJ,日期时间型（datetime）,t6（hhmmss）
76,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SBERR,入部库错误描述,VARCHAR2,"1,000",,,,,
26,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_BM,失踪人别名,VARCHAR2,100,DE00030,失踪人别名/绰号,SZRBMCH,字符型（string）,c..50
35,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_HJDXZ,失踪人户籍地详细地址,VARCHAR2,800,DE00075,失踪人户籍地详址,SZRHJDDZMC,字符型（string）,c..100
28,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_MZ,失踪人民族,VARCHAR2,3,DE00011,失踪人民族代码,SZRMZDM,字符型（string）,c2
27,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_XB,失踪人性别,VARCHAR2,3,DE00007,失踪人性别代码,SZRXBDM,字符型（string）,c1
78,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_XM_PY,失踪人姓名拼音,VARCHAR2,400,DE00003,失踪人姓名拼音,SZRXMPY,字符型（string）,字符型（string）
37,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_XZZQH,失踪人现住址区划,VARCHAR2,6,,,,,
44,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,SZR_ZC,失踪人足长（单位毫米）,NUMBER,,DE00033,失踪人足长,SZRZC,数值型（numeric）,n3
49,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,TBR,填表人,VARCHAR2,60,DE00059,填表人姓名,TBRXM,字符型（string）,c..50
82,人员要素,XZ_SJSZRYDJXX,刑侦_省级失踪人员登记信息,ZHXGSJ,最后修改时间,DATE,,DE00102,最后修改时间,ZHXGSJ,日期时间型（datetime）,t6（hhmmss）
2,人员要素,ZA_CZRK,常住人口,SSSSXQ,所属省市县（区）,VARCHAR2,6,DE00010,所属出生地省市县代码,SSCSDSSXDM,字符型（string）,c6
70,人员要素,ZA_CZRK,常住人口,XMDZWQP,姓名的中文全拼,VARCHAR2,90,DE00003,姓名汉语拼音,XMHYPY,字符型（string）,c..150
16,物品要素,ZA_DDXX,治安_典当信息,DHHJDZ,当户户籍地址,VARCHAR2,200,DE00016,当户籍贯省市县代码,DHJGSSXDM,字符型（string）,c6
9,物品要素,ZA_DDXX,治安_典当信息,DPZZ,当品总值,NUMBER,10,,,,,
38,物品要素,ZA_DDXX,治安_典当信息,SCBZ,删除标志,NUMBER,2,,,,,
5,物品要素,ZA_DDXX,治安_典当信息,SLSJ,受理时间,DATE,,DE00599,受理时间,SLSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
31,物品要素,ZA_DDXX,治安_典当信息,WTRXBDM,委托人性别代码,VARCHAR2,1,DE00007,委托人性别代码,WTRXBDM,字符型（string）,c1
27,物品要素,ZA_QZ_GQDWPFQZDJ,公枪务用枪登记,DEP_ACTION_TIME,操作时间,DATE,,DE00554,日期时间,RQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
16,物品要素,ZA_QZ_GQDWPFQZDJ,公枪务用枪登记,LRXZQH,录入单位行政区划t_dm_xzhqh,VARCHAR2,6,DE00070,行政区划代码,XZQHDM,字符型（string）,c6
10,物品要素,ZA_QZ_GQDWPFQZDJ,公枪务用枪登记,QZGLZHT_ID,枪支保管状态:参考字典表T_DM_QZZHT　,VARCHAR2,1,,,,,
23,物品要素,ZA_QZ_GQDWPFQZDJ,公枪务用枪登记,SQZT,申请状态,VARCHAR2,1,,,,,
31,人员要素,ZZB_GARSJBXX,公安人事基本信息,HJSZDXZ,户籍所在地详址,VARCHAR2,40,DE00075,地址名称,HJSZDDZMC,字符型（string）,c..100
8,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,ZASJ,作案时间,VARCHAR2,"1,024",DE00102,作案时间,ZASJ,日期时间型（datetime）,t6（hhmmss）
58,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,ZHXGR,最后修改人,VARCHAR2,50,DE00002,最后修改人姓名,ZHXGRXM,字符型（string）,c..50
88,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,ZZ,,VARCHAR2,2,,,,,
26,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,RYCHHBM,人员绰号或别名,VARCHAR2,50,DE00030,人员别名/绰号,RYBMCH,字符型（string）,c..50
44,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,SG,身高,VARCHAR2,50,DE00012,身高,SG,数值型（numeric）,n..3
5,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,SLDWMC,受理单位名称,VARCHAR2,100,DE00065,受理单位名称,SLDWMC,字符型（string）,c..100
20,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,WTXH,委托序号,VARCHAR2,32,,,,,
41,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,XZZ,现住址,VARCHAR2,200,DE00075,现住地址名称,XZDZMC,字符型（string）,c..100
51,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,YBSYSBH,样本实验室编号,VARCHAR2,50,,,,,
54,人员要素,XZ_DNA_TSQT,刑侦_DNA_特殊群体,YBTQRQ,样本提取日期,DATE,,DE00101,样本提取日期,YPTQRQ,日期型（date）,d8（YYYYMMDD）
17,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,BGRQSX,被拐日期初值,DATE,,DE00101,被拐日期初值,BGRQCZ,日期型（date）,d8（YYYYMMDD）
20,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,GMQX,拐卖去向,VARCHAR2,1,,,,,
30,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,JHRDZXZ,监护人地址详址,VARCHAR2,200,DE00075,监护人详址地址名称,JHRXZDZMC,字符型（string）,c..100
21,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,JJGC,解救过程,VARCHAR2,500,,,,,
11,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,MZ,民族,VARCHAR2,2,DE00011,民族代码,MZDM,字符型（string）,c2
36,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,MZBMDWDZXZ,民政部门单位地址详址,VARCHAR2,200,DE00075,民政部门单位地址详址名称,MZBMDWDZXZMC,字符型（string）,c..100
4,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,RDSYYJ,认定身源依据,VARCHAR2,200,,,,,
15,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,TBBJ,体表标记,VARCHAR2,24,,,,,
13,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,XX,血型,VARCHAR2,1,,,,,
5,人员要素,XZ_GMJJBGMET,刑侦_拐卖解救被拐儿童,ZP,照片,BLOB,,DE00028,相片,XP,二进制型（binary）,bn（JPEG）
21,案（事）件要素,XZ_GMPAXX,刑侦_拐卖破案信息,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
8,案（事）件要素,XZ_GMPAXX,刑侦_拐卖破案信息,JJBGMFNSL,解救被拐卖妇女数量,NUMBER,4,,,,,
5,案（事）件要素,XZ_GMPAXX,刑侦_拐卖破案信息,PXARQ,破销案日期,DATE,,DE00101,破销案日期,PXARQ,日期型（date）,d8（YYYYMMDD）
15,案（事）件要素,XZ_GMPAXX,刑侦_拐卖破案信息,TJYH,提交用户,VARCHAR2,30,DE00002,提交用户姓名,TJYHXM,字符型（string）,c..50
6,人员要素,XZ_GMXYR,刑侦_拐卖嫌疑人,CSRQSX,出生日期初值,DATE,,DE00008,出生日期初值,CSRQCZ,日期型（date）,d8（YYYYMMDD）
5,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,BMHCH,别名或绰号,VARCHAR2,30,DE00030,别名/绰号,BMCH,字符型（string）,c..50
30,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,DEP_ACTION_TIME,操作时间,DATE,,,,,,
12,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,JZDXZ,居住地详址,VARCHAR2,200,DE00075,居住地址详址名称,JZDZXZMC,字符型（string）,c..100
20,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,QTZJY,其他证件一,VARCHAR2,2,,,,,
3,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,RYZT,人员状态,VARCHAR2,1,,,,,
16,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,TBBJ,体表标记,VARCHAR2,24,,,,,
4,人员要素,XZ_MAFZXYR,刑侦_命案犯罪嫌疑人,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
23,案（事）件要素,XZ_MAPAXX,刑侦_命案破案信息,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
4,案（事）件要素,XZ_MAPAXX,刑侦_命案破案信息,PXARQ,破销案日期,DATE,,DE00101,破销案日期,PXARQ,日期型（date）,d8（YYYYMMDD）
10,案（事）件要素,XZ_MAPAXX,刑侦_命案破案信息,TBRQ,填表日期,DATE,,DE00101,填表日期,TBRQ,日期型（date）,d8（YYYYMMDD）
20,案（事）件要素,XZ_MAPAXX,刑侦_命案破案信息,ZXZHXGSJ,中心最后修改时间,DATE,,DE00554,中心最后修改日期时间,ZXZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
3,案（事）件要素,XZ_QZCBA,刑侦_敲诈串并案,BCBAJBH,被串并的案件编号,VARCHAR2,23,,,,,
5,案（事）件要素,XZ_QZCBA,刑侦_敲诈串并案,XLH,序列号,NUMBER,8,,,,,
6,人要素,XZ_SQZFQZQK,刑侦_涉枪制贩枪支情况,JYFS,交易方式,VARCHAR2,200,,,,,
10,人要素,XZ_SQZFQZQK,刑侦_涉枪制贩枪支情况,QYXZ,枪源详址,VARCHAR2,200,,,,,
1,人要素,XZ_SQZFQZQK,刑侦_涉枪制贩枪支情况,QZZL,枪支种类,VARCHAR2,3,,,,,
5,人要素,XZ_SQZFQZQK,刑侦_涉枪制贩枪支情况,ZDS,子弹数,NUMBER,8,,,,,
17,人员要素,ZA_GNLKXX,治安_国内旅客信息,HYLX,行业类型,VARCHAR2,1,DE00067,行业类别代码,HYLBDM,字符型（string）,c5
9,人员要素,ZA_GNLKXX,治安_国内旅客信息,MZDM,民族,VARCHAR2,2,,,,,
12,人员要素,ZA_GNLKXX,治安_国内旅客信息,SFZMHM,身份证明号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
19,人员要素,ZA_GNLKXX,治安_国内旅客信息,ZZXZ,住址详址,VARCHAR2,100,DE00075,地址名称,DZMC,字符型（string）,c..100
15,人员要素,ZA_JDCCYRYXX,治安_机动车从业人员信息,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
2,人员要素,ZA_JDCCYRYXX,治安_机动车从业人员信息,QYNCYRYBH,企业内从业人员编号,VARCHAR2,8,,,,,
9,人员要素,ZA_JDCCYRYXX,治安_机动车从业人员信息,XZ,详址,VARCHAR2,40,DE00075,详址地址名称,XZDZMC,字符型（string）,c..100
8,人员要素,ZA_JWRYLSZSXX,境外人员临时住宿信息,GJHDQDM,国家（地区）,VARCHAR2,3,DE00069,国家和地区代码,GJHDQDM,字符型（string）,c3
2,人员要素,ZA_JWRYLSZSXX,境外人员临时住宿信息,LKBH,旅客编号,VARCHAR2,22,,,,,
13,人员要素,ZA_JWRYLSZSXX,境外人员临时住宿信息,QZTLYXQ,签证(注)停留有效日期,DATE,,DE00611,有效期截止日期,YXQJZRQ,日期型（date）,d8(YYYYMMDD)
21,人员要素,ZA_JWRYLSZSXX,境外人员临时住宿信息,TFSJ,退房时间,DATE,,DE00554,退房日期时间,TFRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
5,人员要素,ZA_JWRYLSZSXX,境外人员临时住宿信息,ZWXM,中文姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
27,机构要素,ZA_YZSYDWXX,治安_印章使用单位信息,DEP_ACTION_TIME,操作时间,DATE,,DE00554,日期时间,RQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
11,机构要素,ZA_YZSYDWXX,治安_印章使用单位信息,DWXZ,单位详址,VARCHAR2,160,DE00075,地址名称,DZMC,字符型（string）,c..100
19,机构要素,ZA_YZSYDWXX,治安_印章使用单位信息,GDWDYZSL,该单位的印章数量,NUMBER,,,,,,
