表内序号,五要素,表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
52,案(事)件要素,XZ_MAJBXX,ZHXGRQ,最后修改日期,DATE,,DE00101,最后修改日期,ZHXGRQ,日期型（date）,d8（YYYYMMDD）
53,案(事)件要素,XZ_MAJBXX,ZXSCRKSJ,中心上传入库时间,DATE,,DE00554,中心上传入库日期时间,ZXSCRKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
54,案(事)件要素,XZ_MAJBXX,ZXZHXGSJ,中心最后修改时间,DATE,,DE00554,中心最后修改日期时间,ZXZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
55,案(事)件要素,XZ_MAJBXX,CSBJ,超时标志0未超时，1超时,VARCHAR2,1,,,,,
56,案(事)件要素,XZ_MAJBXX,AJXZBGBJ,案件性质变更标志,VARCHAR2,1,,,,,
57,案(事)件要素,XZ_MAJBXX,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
58,案(事)件要素,XZ_MAJBXX,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,案(事)件要素,XZ_MAPAXX,PXABZ,破销案标志,VARCHAR2,1,,,,,
2,案(事)件要素,XZ_MAPAXX,PXADWDM,破销案单位代码,VARCHAR2,12,,,,,
3,案(事)件要素,XZ_MAPAXX,PXADWXC,破销案单位详称,VARCHAR2,100,DE00065,破销案单位名称,PXADWMC,字符型（string）,c..100
4,案(事)件要素,XZ_MAPAXX,PXARQ,破销案日期,DATE,,DE00101,破销案日期,PXARQ,日期型（date）,d8（YYYYMMDD）
5,案(事)件要素,XZ_MAPAXX,CXYY,撤销原因,VARCHAR2,200,,,,,
6,案(事)件要素,XZ_MAPAXX,FZXYRSL,犯罪嫌疑人数量,NUMBER,4,,,,,
7,案(事)件要素,XZ_MAPAXX,ZATDMS,作案特点描述,VARCHAR2,1000,,,,,
8,案(事)件要素,XZ_MAPAXX,ZAGC,作案过程,VARCHAR2,1000,,,,,
9,案(事)件要素,XZ_MAPAXX,TBR,填表人,VARCHAR2,30,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
10,案(事)件要素,XZ_MAPAXX,TBRQ,填表日期,DATE,,DE00101,填表日期,TBRQ,日期型（date）,d8（YYYYMMDD）
11,案(事)件要素,XZ_MAPAXX,PXADWFZR,破销案单位负责人,VARCHAR2,30,DE00002,单位负责人姓名,DWFZRXM,字符型（string）,c..50
12,案(事)件要素,XZ_MAPAXX,AJBH,案件编号,VARCHAR2,23,,,,,
13,案(事)件要素,XZ_MAPAXX,SPYH,审批用户,VARCHAR2,30,DE00002,审批用户姓名,SPYHXM,字符型（string）,c..50
14,案(事)件要素,XZ_MAPAXX,SPSJ,审批时间,DATE,,DE00554,审批日期时间,SPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
15,案(事)件要素,XZ_MAPAXX,TJYH,提交用户,VARCHAR2,30,DE00002,提交用户姓名,TJYHXM,字符型（string）,c..50
16,案(事)件要素,XZ_MAPAXX,SJSPR,省级审批人,VARCHAR2,30,DE00002,省级审批人姓名,SJSPRXM,字符型（string）,c..50
17,案(事)件要素,XZ_MAPAXX,SCLRRQ,上传录入日期,DATE,,DE00101,上次录入日期,SCLRRQ,日期型（date）,d8（YYYYMMDD）
18,案(事)件要素,XZ_MAPAXX,ZHXGRQ,最后修改日期,DATE,,DE00101,最后修改日期,ZHXGRQ,日期型（date）,d8（YYYYMMDD）
19,案(事)件要素,XZ_MAPAXX,ZXSCRKSJ,中心上传入库时间,DATE,,DE00554,中心上传入库日期时间,ZXSCRKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
20,案(事)件要素,XZ_MAPAXX,ZXZHXGSJ,中心最后修改时间,DATE,,DE00554,中心最后修改日期时间,ZXZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
21,案(事)件要素,XZ_MAPAXX,CSBJ,超时标志0未超时，1超时,VARCHAR2,1,,,,,
22,案(事)件要素,XZ_MAPAXX,AJXZBGBJ,案件性质变更标记,VARCHAR2,1,,,,,
23,案(事)件要素,XZ_MAPAXX,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
24,案(事)件要素,XZ_MAPAXX,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,案(事)件要素,XZ_MARDAJ,RDAJBH,认定案件编号,VARCHAR2,23,,,,,
2,案(事)件要素,XZ_MARDAJ,AJBH,案件编号,VARCHAR2,23,,,,,
3,案(事)件要素,XZ_MARDAJ,XLH,序列号,NUMBER,8,,,,,
4,案(事)件要素,XZ_MARDAJ,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
5,案(事)件要素,XZ_MARDAJ,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,人员要素,XZ_MASWRY,WZMSTBH,未知名尸体编号,VARCHAR2,23,,,,,
2,人员要素,XZ_MASWRY,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
3,人员要素,XZ_MASWRY,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
4,人员要素,XZ_MASWRY,SF,身份,VARCHAR2,12,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
5,人员要素,XZ_MASWRY,CSRQSX,出生日期初值,DATE,,DE00008,出生日期初值,CSRQCZ,日期型（date）,d8（YYYYMMDD）
6,人员要素,XZ_MASWRY,CSRQXX,出生日期终值,DATE,,DE00008,出生日期终值,CSRQZZ,日期型（date）,d8（YYYYMMDD）
7,人员要素,XZ_MASWRY,SWSJSX,伤亡时间初值,DATE,,DE00554,伤亡日期时间初值,SWRQSJCZ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
8,人员要素,XZ_MASWRY,SWSJXX,伤亡时间终值,DATE,,DE00554,伤亡日期时间终值,SWRQSJZZ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
9,人员要素,XZ_MASWRY,ZSSYY,致死伤原因,VARCHAR2,2,,,,,
10,人员要素,XZ_MASWRY,ZSSGJ,致死伤工具,VARCHAR2,18,DE00040,作案工具代码,ZAGJDM,字符型（string）,c5
11,人员要素,XZ_MASWRY,HHSTQK,毁坏尸体情况,VARCHAR2,1000,,,,,
12,人员要素,XZ_MASWRY,AJBH,案件编号,VARCHAR2,23,,,,,
13,人员要素,XZ_MASWRY,XLH,序列号,NUMBER,8,,,,,
14,人员要素,XZ_MASWRY,XMPY,姓名拼音,VARCHAR2,210,DE00003,姓名汉语拼音,XMHYPY,字符型（string）,c..150
15,人员要素,XZ_MASWRY,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
16,人员要素,XZ_MASWRY,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,人员要素,XZ_MAXYRY,ZTRYBH,在逃人员编号,VARCHAR2,23,,,,,
2,人员要素,XZ_MAXYRY,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
3,人员要素,XZ_MAXYRY,BMHCH,别名或绰号,VARCHAR2,30,DE00030,别名/绰号,BMCH,字符型（string）,c..50
4,人员要素,XZ_MAXYRY,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
5,人员要素,XZ_MAXYRY,CSRQSX,出生日期初值,DATE,,DE00008,出生日期初值,CSRQCZ,日期型（date）,d8（YYYYMMDD）
6,人员要素,XZ_MAXYRY,CSRQXX,出生日期终值,DATE,,DE00008,出生日期终值,CSRQZZ,日期型（date）,d8（YYYYMMDD）
7,人员要素,XZ_MAXYRY,HJD,户籍地,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
8,人员要素,XZ_MAXYRY,HJDXZ,户籍地详址,VARCHAR2,200,DE00075,户籍地地址名称,HJDDZMC,字符型（string）,c..100
9,人员要素,XZ_MAXYRY,SGSX,身高初值,VARCHAR2,3,DE00012,身高初值,SGCZ,数值型（numeric）,n..3
10,人员要素,XZ_MAXYRY,SGXX,身高终值,VARCHAR2,3,DE00012,身高终值,SGZZ,数值型（numeric）,n..3
11,人员要素,XZ_MAXYRY,KY,口音,VARCHAR2,21,,,,,
12,人员要素,XZ_MAXYRY,TMTZ,体貌特征,VARCHAR2,15,,,,,
13,人员要素,XZ_MAXYRY,TBBJ,体表标记,VARCHAR2,24,,,,,
14,人员要素,XZ_MAXYRY,QTTZ,其他特征,VARCHAR2,500,,,,,
15,人员要素,XZ_MAXYRY,ZC,专长,VARCHAR2,9,,,,,
16,人员要素,XZ_MAXYRY,SFZH,公民身份号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
17,人员要素,XZ_MAXYRY,QTZJMC,其他证件名称,VARCHAR2,2,,,,,
18,人员要素,XZ_MAXYRY,QTZJHM,其他证件号码,VARCHAR2,40,,,,,
19,人员要素,XZ_MAXYRY,ZP,照片或模拟画像,BLOB,,DE00028,相片,XP,二进制型（binary）,bn（JPEG）
20,人员要素,XZ_MAXYRY,AJBH,案件编号,VARCHAR2,23,,,,,
21,人员要素,XZ_MAXYRY,XLH,序列号,NUMBER,8,,,,,
22,人员要素,XZ_MAXYRY,XMPY,姓名拼音,VARCHAR2,210,DE00003,姓名汉语拼音,XMHYPY,字符型（string）,c..150
23,人员要素,XZ_MAXYRY,BMHCHPY,别名或绰号拼音,VARCHAR2,210,,,,,
24,人员要素,XZ_MAXYRY,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
25,人员要素,XZ_MAXYRY,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,人员要素,XZ_QGSZRYCXXX,BH,编号,VARCHAR2,23,,,,,
2,人员要素,XZ_QGSZRYCXXX,CMSJ,查明时间,DATE,,DE00554,查明日期时间,CMRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
3,人员要素,XZ_QGSZRYCXXX,CMFS,查明方式,VARCHAR2,2,,,,,
4,人员要素,XZ_QGSZRYCXXX,CXYY,撤销原因,VARCHAR2,600,,,,,
5,人员要素,XZ_QGSZRYCXXX,IFBGM,是否被拐,VARCHAR2,2,,,,,
6,人员要素,XZ_QGSZRYCXXX,CMDW,查明单位,VARCHAR2,12,,,,,
7,人员要素,XZ_QGSZRYCXXX,CMDWMC,查明单位名称,VARCHAR2,1000,DE00065,查明单位名称,CMDWMC,字符型（string）,c..100
8,人员要素,XZ_QGSZRYCXXX,YWFL,业务分类,VARCHAR2,3,,,,,
9,人员要素,XZ_QGSZRYCXXX,CMR,查明人,VARCHAR2,60,DE00002,查明人姓名,CMRXM,字符型（string）,c..50
10,人员要素,XZ_QGSZRYCXXX,CMR_DH,联系电话,VARCHAR2,300,DE00216,联系电话,LXDH,字符型（string）,c..18
11,人员要素,XZ_QGSZRYCXXX,TBR,填表人,VARCHAR2,60,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
12,人员要素,XZ_QGSZRYCXXX,TBSJ,填表时间,DATE,,DE00554,填表日期时间,TBRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
13,人员要素,XZ_QGSZRYCXXX,PZR,批准人,VARCHAR2,60,DE00002,批准人姓名,PZRXM,字符型（string）,c..50
14,人员要素,XZ_QGSZRYCXXX,JYQK,简要情况,VARCHAR2,2000,,,,,
15,人员要素,XZ_QGSZRYCXXX,BZ,备注,VARCHAR2,2000,,,,,
16,人员要素,XZ_QGSZRYCXXX,SHBJ,审核标记,VARCHAR2,3,,,,,
17,人员要素,XZ_QGSZRYCXXX,RKSJ,入省库时间,DATE,,DE00554,入省库日期时间,RSKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
18,人员要素,XZ_QGSZRYCXXX,SCBJ,上传标记,VARCHAR2,3,,,,,
19,人员要素,XZ_QGSZRYCXXX,SBSJ,上报时间,DATE,,DE00554,上报日期时间,SBRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
20,人员要素,XZ_QGSZRYCXXX,SPWTGYY,审批未通过原因,VARCHAR2,500,,,,,
21,人员要素,XZ_QGSZRYCXXX,RBKSJ,入部库时间,DATE,,DE00554,入部库日期时间,RBKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
22,人员要素,XZ_QGSZRYCXXX,RBKSJ0,初次入部库时间,DATE,,DE00554,初次入部库日期时间,CCRBKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
23,人员要素,XZ_QGSZRYCXXX,FNAME,入部库传输文件名,VARCHAR2,50,,,,,
24,人员要素,XZ_QGSZRYCXXX,FNAME0,初次入部库传输文件名,VARCHAR2,50,,,,,
25,人员要素,XZ_QGSZRYCXXX,ZHXGSJ,最后修改时间,DATE,,DE00554,最后修改日期时间,ZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
26,人员要素,XZ_QGSZRYCXXX,SHSJ,审核时间,DATE,,DE00554,审核日期时间,SHRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
27,人员要素,XZ_QGSZRYCXXX,OPTERID,人员ID,VARCHAR2,100,,,,,
28,人员要素,XZ_QGSZRYCXXX,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
29,人员要素,XZ_QGSZRYCXXX,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
1,人员要素,XZ_QGSZRYDJXX,SZR_KOUYIN,失踪人口音,VARCHAR2,6,,,,,
2,人员要素,XZ_QGSZRYDJXX,SZR_SSJBLTZ,损伤及病理特征,VARCHAR2,2000,,,,,
3,人员要素,XZ_QGSZRYDJXX,SZR_SSWP,随身物品,VARCHAR2,1000,,,,,
4,人员要素,XZ_QGSZRYDJXX,SZR_YZQK,衣着情况,VARCHAR2,1000,,,,,
5,人员要素,XZ_QGSZRYDJXX,TBR,填表人,VARCHAR2,60,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
6,人员要素,XZ_QGSZRYDJXX,TBDW,填表单位所属地区,VARCHAR2,12,DE00070,行政区划代码,XZQHDM,字符型（string）,c6
7,人员要素,XZ_QGSZRYDJXX,TBDWMC,填表单位详细名称,VARCHAR2,1000,DE00065,填表单位详细名称,TBDWXXMC,字符型（string）,c..100
8,人员要素,XZ_QGSZRYDJXX,TBSJ,填表时间,DATE,,DE00554,填表日期时间,TBRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
9,人员要素,XZ_QGSZRYDJXX,SPR,审批人,VARCHAR2,60,DE00002,审批人姓名,SPRXM,字符型（string）,c..50
10,人员要素,XZ_QGSZRYDJXX,BZ,备注,VARCHAR2,2000,,,,,
11,人员要素,XZ_QGSZRYDJXX,SHBJ,审核标记,VARCHAR2,1,,,,,
12,人员要素,XZ_QGSZRYDJXX,CXBJ,撤销标记,VARCHAR2,3,,,,,
13,人员要素,XZ_QGSZRYDJXX,SCBJ,上报标记,VARCHAR2,3,,,,,
14,人员要素,XZ_QGSZRYDJXX,SBSJ,上报时间,DATE,,DE00554,上报日期时间,SBRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
15,人员要素,XZ_QGSZRYDJXX,RKSJ,入省库时间,DATE,,DE00554,入省库日期时间,RSKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
16,人员要素,XZ_QGSZRYDJXX,DELBJ,删除标记,VARCHAR2,3,,,,,
17,人员要素,XZ_QGSZRYDJXX,BGR_XZZDM,报告人现住址代码,VARCHAR2,6,DE00075,报告人现地址名称,BGRXDZMC,字符型（string）,c..100
18,人员要素,XZ_QGSZRYDJXX,BGR_HJDDM,报告人户籍地代码,VARCHAR2,6,DE00016,报告人籍贯省市县代码,BGRJGSSXDM,字符型（string）,c6
19,人员要素,XZ_QGSZRYDJXX,SZR_XZZDM,失踪人现住址代码,VARCHAR2,6,DE00075,失踪人现地址名称,SZRXDZMC,字符型（string）,c..100
20,人员要素,XZ_QGSZRYDJXX,SZR_HJDDM,失踪人户籍地代码,VARCHAR2,6,DE00016,失踪人籍贯省市县代码,SZRJGSSXDM,字符型（string）,c6
21,人员要素,XZ_QGSZRYDJXX,SZR_YSBQHYJDM,疑似被侵害依据代码,VARCHAR2,3,,,,,
22,人员要素,XZ_QGSZRYDJXX,SZR_ZWBH,失踪人指纹编号,VARCHAR2,23,,,,,
23,人员要素,XZ_QGSZRYDJXX,SPWTGYY,审批未通过原因,VARCHAR2,500,,,,,
24,人员要素,XZ_QGSZRYDJXX,DELSJ,删除时间,DATE,,DE00554,删除日期时间,SCRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
25,人员要素,XZ_QGSZRYDJXX,SZR_XM_QP,失踪人姓名全拼,VARCHAR2,100,DE00003,失踪人姓名汉语拼音,SZRXMHYPY,字符型（string）,c..150
26,人员要素,XZ_QGSZRYDJXX,BGR_SZDDDM,失踪地点代码,VARCHAR2,6,,,,,
27,人员要素,XZ_QGSZRYDJXX,JYFLG,无,VARCHAR2,100,,,,,
28,人员要素,XZ_QGSZRYDJXX,RBKSJ,入部库时间,DATE,,DE00554,入部库日期时间,RBKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
29,人员要素,XZ_QGSZRYDJXX,RBKSJ0,初次入部库时间,DATE,,DE00554,初次入部库日期时间,CCRBKRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
30,人员要素,XZ_QGSZRYDJXX,FNAME,入部库传输文件名,VARCHAR2,50,,,,,
31,人员要素,XZ_QGSZRYDJXX,FNAME0,初次入部库传输文件名,VARCHAR2,50,,,,,
32,人员要素,XZ_QGSZRYDJXX,SBERR,入部库错误描述,VARCHAR2,1000,,,,,
33,人员要素,XZ_QGSZRYDJXX,VERSION,数据版本,DATE,,,,,,
34,人员要素,XZ_QGSZRYDJXX,SZR_XM_PY,失踪人姓名拼音,VARCHAR2,400,,,,,
35,人员要素,XZ_QGSZRYDJXX,LASJ,立案时间,DATE,,DE00554,立案日期时间,LARQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
36,人员要素,XZ_QGSZRYDJXX,LADQ,立案地区,VARCHAR2,6,DE00070,立案行政区划代码,LAXZQHDM,字符型（string）,c6
37,人员要素,XZ_QGSZRYDJXX,LADW,立案单位,VARCHAR2,70,DE00065,立案单位名称,LADWMC,字符型（string）,c..100
38,人员要素,XZ_QGSZRYDJXX,ZHXGSJ,最后修改时间,DATE,,DE00554,最后修改日期时间,ZHXGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
39,人员要素,XZ_QGSZRYDJXX,SHSJ,审核时间,DATE,,DE00554,审核日期时间,SHRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
40,人员要素,XZ_QGSZRYDJXX,OPTERID,人员ID,VARCHAR2,100,,,,,
41,人员要素,XZ_QGSZRYDJXX,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
42,人员要素,XZ_QGSZRYDJXX,DEP_ACTION_TIME,操作时间,DATE,,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
43,人员要素,XZ_QGSZRYDJXX,BH,失踪人员信息编号,VARCHAR2,23,,,,,
44,人员要素,XZ_QGSZRYDJXX,BGR_XM,报告人姓名,VARCHAR2,60,DE00002,报告人姓名,BGRXM,字符型（string）,c..50
45,人员要素,XZ_QGSZRYDJXX,BGR_XB,报告人性别,VARCHAR2,3,DE00007,性别代码,XBDM,字符型（string）,c1
46,人员要素,XZ_QGSZRYDJXX,BGR_CSRQ,报告人出生日期,DATE,,DE00008,报告人出生日期,BGRCSRQ,日期型（date）,d8（YYYYMMDD）
47,人员要素,XZ_QGSZRYDJXX,BGR_ZJHM,报告人身份证号,VARCHAR2,100,DE00001,报告人公民身份号码,BGRGMSFHM,字符型（string）,c18
48,人员要素,XZ_QGSZRYDJXX,BGR_DH,报告人联系电话,VARCHAR2,300,DE00216,联系电话,LXDH,字符型（string）,c..18
49,人员要素,XZ_QGSZRYDJXX,BGR_YSZRGX,报告人与失踪人关系,VARCHAR2,3,DE00046,涉案人员关系代码,SARYGXDM,字符型（string）,c3
50,人员要素,XZ_QGSZRYDJXX,BGR_GZDW,报告人工作单位,VARCHAR2,800,DE00021,报告人服务处所,BGRFWCS,字符型（string）,c..100
51,人员要素,XZ_QGSZRYDJXX,BGR_XZQH,报告人现住址区划,VARCHAR2,6,DE00070,报告人现住址行政区划代码,BGRXZZXZQHDM,字符型（string）,c6
52,人员要素,XZ_QGSZRYDJXX,BGR_XZZXZ,报告人详细地址,VARCHAR2,800,DE00075,报告人地址名称,BGRDZMC,字符型（string）,c..100
53,人员要素,XZ_QGSZRYDJXX,BGR_XZZXZZB,报告人现住址详址坐标,VARCHAR2,32,,,,,
54,人员要素,XZ_QGSZRYDJXX,BGR_HJDQH,报告人户籍地区划,VARCHAR2,6,DE00070,报告人户籍地行政区划代码,BGRHJDXZQHDM,字符型（string）,c6
55,人员要素,XZ_QGSZRYDJXX,BGR_HJDXZ,报告人户籍地详址,VARCHAR2,800,DE00075,报告人户籍地地址名称,BGRHJDDZMC,字符型（string）,c..100
56,人员要素,XZ_QGSZRYDJXX,BGR_HJXZZB,报告人户籍详址坐标,VARCHAR2,32,,,,,
57,人员要素,XZ_QGSZRYDJXX,BGR_SZDDQH,失踪地点区划,VARCHAR2,6,DE00070,失踪点行政区划代码,SZDBGRHJDXZQHDM,字符型（string）,c6
58,人员要素,XZ_QGSZRYDJXX,BGR_SZDD,失踪地点,VARCHAR2,800,DE00075,失踪点地址名称,SZDDZMC,字符型（string）,c..100
59,人员要素,XZ_QGSZRYDJXX,BGR_SZDXZZB,失踪地详址坐标,VARCHAR2,32,,,,,
60,人员要素,XZ_QGSZRYDJXX,BGR_SZSJ,失踪时间,DATE,,DE00554,失踪日期时间,SZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
61,人员要素,XZ_QGSZRYDJXX,BGR_FXSZSJ,发现失踪时间,DATE,,DE00554,发现失踪日期时间,FXSZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
62,人员要素,XZ_QGSZRYDJXX,JBDWDM,接报单位,VARCHAR2,12,,,,,
63,人员要素,XZ_QGSZRYDJXX,JBDWMC,接报单位详细名称,VARCHAR2,1000,DE00065,接报单位名称,JBDWMC,字符型（string）,c..100
64,人员要素,XZ_QGSZRYDJXX,JBR,接报人姓名,VARCHAR2,60,DE00002,接报人姓名,JBRXM,字符型（string）,c..50
65,人员要素,XZ_QGSZRYDJXX,JBR_DH,接报人联系电话,VARCHAR2,300,DE00216,接报人联系电话,JBRLXDH,字符型（string）,c..18
66,人员要素,XZ_QGSZRYDJXX,BGR_JYQK,简要情况,VARCHAR2,2000,,,,,
67,人员要素,XZ_QGSZRYDJXX,SZR_XM,失踪人姓名,VARCHAR2,30,DE00002,失踪人姓名,SZRXM,字符型（string）,c..50
68,人员要素,XZ_QGSZRYDJXX,SZR_BM,失踪人别名,VARCHAR2,100,DE00030,失踪人别名/绰号,SZRBMCH,字符型（string）,c..50
69,人员要素,XZ_QGSZRYDJXX,SZR_XB,失踪人性别,VARCHAR2,3,DE00007,失踪人性别代码,SZRXBDM,字符型（string）,c1
70,人员要素,XZ_QGSZRYDJXX,SZR_MZ,失踪人民族,VARCHAR2,3,DE00011,失踪人民族代码,SZRMZDM,字符型（string）,c2
71,人员要素,XZ_QGSZRYDJXX,SZR_IFDNA,是否检验DNA信息,VARCHAR2,3,,,,,
72,人员要素,XZ_QGSZRYDJXX,SZR_DNA,DNA的编号,VARCHAR2,300,,,,,
73,人员要素,XZ_QGSZRYDJXX,SZR_CSRQ,失踪人出生日期,DATE,,DE00008,失踪人出生日期,SZRCSRQ,日期型（date）,d8（YYYYMMDD）
74,人员要素,XZ_QGSZRYDJXX,SZR_ZJHM,失踪人身份证号,VARCHAR2,30,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
75,人员要素,XZ_QGSZRYDJXX,SZR_GZDW,失踪人工作单位,VARCHAR2,800,DE00021,失踪人服务处所,SZRFWCS,字符型（string）,c..100
76,人员要素,XZ_QGSZRYDJXX,SZR_HJDQH,失踪人户籍地区划,VARCHAR2,6,DE00070,失踪人户籍地行政区划代码,SZRHJDXZQHDM,字符型（string）,c6
77,人员要素,XZ_QGSZRYDJXX,SZR_HJDXZ,失踪人户籍地详细地址,VARCHAR2,800,DE00075,报告人户籍地地址名称,BGRHJDDZMC,字符型（string）,c..100
78,人员要素,XZ_QGSZRYDJXX,SZR_HJDXZZB,失踪人户籍地详址坐标,VARCHAR2,32,,,,,
79,人员要素,XZ_QGSZRYDJXX,SZR_XZZQH,失踪人现住址区划,VARCHAR2,6,DE00070,失踪人现住址行政区划代码,SZRXZZXZQHDM,字符型（string）,c6
80,人员要素,XZ_QGSZRYDJXX,SZR_XZZXZ,失踪人现住址详细地址,VARCHAR2,800,DE00075,失踪人地址名称,SZRDZMC,字符型（string）,c..100
81,人员要素,XZ_QGSZRYDJXX,SZR_XZZXZZB,失踪人现住址祥址坐标,VARCHAR2,32,,,,,
82,人员要素,XZ_QGSZRYDJXX,SZR_TX,失踪人体形,VARCHAR2,6,,,,,
83,人员要素,XZ_QGSZRYDJXX,SZR_LX,失踪人脸形,VARCHAR2,6,,,,,
84,人员要素,XZ_QGSZRYDJXX,SZR_SG,失踪人身高（单位厘米）,NUMBER,,DE00012,失踪人身高,SZRSG,数值型（numeric）,n..3
85,人员要素,XZ_QGSZRYDJXX,SZR_XX,失踪人血型,VARCHAR2,3,,,,,
86,人员要素,XZ_QGSZRYDJXX,SZR_ZC,失踪人足长（单位毫米）,NUMBER,,DE00033,失踪人足长,SZRZC,数值型（numeric）,n3
1,案(事)件要素,XZ_QZAJJBXX,AJBH,案件编号,VARCHAR2,23,,,,,
2,案(事)件要素,XZ_QZAJJBXX,XCKYBH,现场勘验编号,VARCHAR2,23,,,,,
3,案(事)件要素,XZ_QZAJJBXX,LADWDM,立案单位代码,VARCHAR2,12,,,,,
4,案(事)件要素,XZ_QZAJJBXX,LADWXC,立案单位详称,VARCHAR2,100,DE00065,立案单位名称,LADWMC,字符型（string）,c..100
5,案(事)件要素,XZ_QZAJJBXX,AJXZ1,案件性质一,VARCHAR2,6,,,,,
6,案(事)件要素,XZ_QZAJJBXX,LARQ,立案日期,DATE,,DE00101,立案日期,LARQ,日期型（date）,d8（YYYYMMDD）
7,案(事)件要素,XZ_QZAJJBXX,STZLYW,视听资料有无,VARCHAR2,1,,,,,
8,案(事)件要素,XZ_QZAJJBXX,ZWYW,指纹有无,VARCHAR2,1,,,,,
9,案(事)件要素,XZ_QZAJJBXX,ZASJSX,作案时间初值,DATE,,DE00554,作案日期时间初值,ZARQSJCZ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
10,案(事)件要素,XZ_QZAJJBXX,ZASJXX,作案时间终值,DATE,,DE00554,作案日期时间终值,ZARQSJZZ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
11,案(事)件要素,XZ_QZAJJBXX,AQMS,案情描述,VARCHAR2,1000,,,,,
12,案(事)件要素,XZ_QZAJJBXX,ZAZZHZBZCY,专案组长或主办侦查员,VARCHAR2,30,DE00002,专案组长或主办侦查员姓名,ZAZZHZBZCYXM,字符型（string）,c..50
